[2025-06-10 10:09:15,366] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:14:53,790] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:14:53,792] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:14:53,792] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:16:41,278] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:16:42,101] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:16:42,108] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:16:42,170] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:16:42,170] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:16:42,175] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:16:42,179] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:16:42,179] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:18:24,975] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:18:24,992] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:18:24,992] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:18:25,013] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:18:25,074] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:18:25,074] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:18:25,074] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:18:25,077] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:19:51,441] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:19:51,728] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:19:52,775] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:19:52,947] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:19:53,092] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:19:53,145] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:19:53,172] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:19:53,179] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:21:36,280] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:21:36,378] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:21:36,582] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:21:36,621] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:21:36,984] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:21:36,999] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:21:37,070] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:21:37,078] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:22:43,545] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:22:43,588] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:22:43,984] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:22:44,081] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:22:44,295] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:22:44,374] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:22:44,499] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:22:44,509] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:24:38,804] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:24:38,870] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:24:38,871] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:24:38,892] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:24:38,903] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:24:38,904] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:24:38,970] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:24:38,970] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:26:19,474] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:26:19,875] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:26:21,270] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:26:23,182] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:26:23,370] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:26:23,375] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:26:23,377] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:26:23,377] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:27:52,580] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:27:54,394] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:27:58,007] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:27:58,073] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:27:58,107] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:27:58,200] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:27:58,201] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:27:58,794] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:29:26,672] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:29:30,579] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:29:30,580] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:29:31,075] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:29:31,183] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:29:31,675] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:29:32,510] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:29:32,591] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:30:54,387] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:30:56,027] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:30:56,077] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:30:56,161] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:30:56,162] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:30:56,254] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:30:56,518] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:30:56,598] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:32:33,407] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:32:33,471] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:32:33,845] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:32:33,905] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:32:33,941] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:32:33,966] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:32:34,038] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:32:34,064] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:33:39,046] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:33:39,313] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:33:39,416] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:33:39,746] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:33:40,716] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:33:41,195] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:33:41,477] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:33:41,776] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:35:30,406] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:35:30,434] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:35:30,650] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:35:30,671] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:35:30,807] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:35:30,820] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:35:30,821] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:35:30,899] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:37:27,219] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:37:27,282] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:37:27,286] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:37:27,292] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:37:27,294] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:37:27,294] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:37:27,296] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:37:27,297] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:39:04,873] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:39:04,894] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:39:04,904] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:39:04,911] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:39:04,971] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:39:04,973] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:39:04,974] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:39:04,976] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:40:34,581] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:40:38,576] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:40:39,185] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:40:41,476] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:40:41,484] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:40:41,503] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:40:41,572] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:40:41,572] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:42:00,814] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:42:01,933] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:42:02,972] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:42:02,982] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:42:02,986] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:42:02,986] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:42:03,000] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:42:03,000] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:43:43,285] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:43:43,570] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:43:44,214] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:43:45,971] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:43:46,277] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:43:46,288] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:43:46,289] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:43:46,293] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:44:51,912] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:44:51,977] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:44:52,476] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:44:52,478] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:44:52,674] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:44:52,675] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:44:52,678] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:44:52,678] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:46:46,670] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:46:46,703] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:46:46,776] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:46:46,777] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:46:46,779] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:46:46,779] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:46:46,780] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:46:46,785] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:48:26,178] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:48:27,978] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:48:28,103] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:48:28,106] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:48:28,178] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:48:28,182] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:48:28,182] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:48:28,184] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:50:00,196] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:50:05,512] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:50:05,574] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:50:05,574] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:50:05,574] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:50:05,577] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:50:05,583] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:50:05,583] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:51:42,006] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:51:46,275] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:51:46,675] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:51:46,705] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:51:46,773] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:51:46,773] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:51:46,778] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:51:46,778] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:53:36,686] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:53:37,015] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:53:37,316] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:53:37,681] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:53:37,684] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:53:37,707] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:53:37,771] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:53:37,777] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:56:21,978] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:56:22,779] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:56:22,916] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:56:22,977] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:56:23,073] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:56:23,186] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:56:23,212] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:56:23,212] [INFO] Model initialized on device: cuda:0
